"ngknow"	"ngfinance"	"knowraw"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"L.E.axis"	"matrix_economic"	"matrix_social"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"pl43"	16	8	23	NA	"EBMF"	"PL"	NA	NA	NA	"male"	21	"BA_2"	2	"No_experience"	"100k-500k"	NA	"EBMF.PL"	NA	NA	NA	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
"pl44"	12	0	21	-1	"EBMF"	"PL"	"HE:both"	"PHD+"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	4	2	2	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
"pl45"	10	2	20	3	"EBMF"	"PL"	"HE:one"	"high_school"	"higher_edu"	"female"	21	"BA_2"	2	NA	">500k"	NA	"EBMF.PL"	7	3	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1
"pl46"	6	4	18	3	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"No_experience"	">500k"	NA	"EBMF.PL"	5	3	3	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0
"pl47"	20	10	25	0	"EBMF"	"PL"	"HE:both"	"PHD+"	"higher_edu"	"male"	22	"BA_3"	3	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	4	3	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
"pl48"	6	4	18	3	"EBMF"	"PL"	"HE:none"	"high_school"	"<=vocational"	"male"	21	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"EBMF.PL"	7	4	3	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1
"pl49"	8	4	19	2	"EBMF"	"PL"	"HE:none"	"<=vocational"	"high_school"	"female"	22	"BA_3"	3	"Up_to_1_year"	"<10k"	NA	"EBMF.PL"	5	3	4	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
"pl50"	8	4	19	1	"EBMF"	"PL"	NA	NA	NA	"female"	22	"BA_3"	3	"1_year+"	"<10k"	NA	"EBMF.PL"	6	3	2	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1
"pl51"	12	8	21	-1	"EBMF"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"male"	21	"BA_2"	2	"Up_to_1_year"	"<10k"	NA	"EBMF.PL"	3	3	2	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
"pl52"	10	4	20	1	"EBMF"	"PL"	"HE:both"	"PHD+"	"higher_edu"	"female"	21	"BA_2"	2	"1_year+"	">500k"	NA	"EBMF.PL"	5	2	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"pl53"	16	8	23	NA	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"No_experience"	">500k"	NA	"EBMF.PL"	4	3	2	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1
"pl54"	10	6	20	5	"EBMF"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"female"	21	"BA_2"	2	"No_experience"	"100k-500k"	NA	"EBMF.PL"	4	3	2	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1
"pl55"	20	10	25	-3	"EBMF"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_3"	3	"1_year+"	">500k"	NA	"EBMF.PL"	2	4	2	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
"pl56"	0	0	15	1	"EBMF"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"EBMF.PL"	4	4	3	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1
"pl57"	8	2	19	-4	"EBMF"	"PL"	NA	NA	NA	"male"	20	"BA_2"	2	"No_experience"	">500k"	NA	"EBMF.PL"	NA	NA	NA	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0
"pl58"	8	4	19	NA	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_3"	3	"No_experience"	">500k"	NA	"EBMF.PL"	6	3	2	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	NA	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1
"pl59"	12	10	21	-1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_3"	3	"No_experience"	"<10k"	NA	"EBMF.PL"	4	3	3	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
"pl60"	16	8	23	-4	"EBMF"	"PL"	"HE:one"	"higher_edu"	"high_school"	"male"	21	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	3	3	3	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
"pl61"	18	6	24	-3	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	4	3	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
"pl62"	10	8	20	-1	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_3"	3	"Up_to_1_year"	">500k"	NA	"EBMF.PL"	6	3	2	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1
"pl63"	14	10	22	0	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_3"	3	"No_experience"	">500k"	NA	"EBMF.PL"	1	4	2	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1
"pl64"	20	8	25	-3	"EBMF"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_3"	3	"1_year+"	">500k"	NA	"EBMF.PL"	3	3	2	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
"pl65"	2	-2	16	1	"SSHA"	"PL"	"HE:none"	"high_school"	"high_school"	NA	22	"BA_1"	1	"1_year+"	">500k"	NA	"SSHA.PL"	5	3	2	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0
"pl66"	0	-2	15	0	"SSHA"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"female"	24	"BA_1"	1	"1_year+"	">500k"	NA	"SSHA.PL"	5	3	4	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1
"pl67"	-6	-2	12	1	"SSHA"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	21	"BA_1"	1	NA	">500k"	NA	"SSHA.PL"	5	2	1	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0
"pl68"	-6	-8	12	1	"SSHA"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"male"	22	"BA_1"	1	"Up_to_1_year"	">500k"	NA	"SSHA.PL"	4	3	1	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0
"pl69"	NA	NA	NA	1	"SSHA"	"PL"	"HE:one"	"high_school"	"higher_edu"	"female"	21	"BA_1"	1	"No_experience"	">500k"	NA	"SSHA.PL"	5	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA
"pl70"	0	4	15	1	"SSHA"	"PL"	"HE:none"	"<=vocational"	"high_school"	"female"	25	"BA_1"	1	NA	">500k"	NA	"SSHA.PL"	4	3	1	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1
"pl71"	2	0	16	2	"SSHA"	"PL"	"HE:one"	"higher_edu"	"high_school"	"female"	22	"BA_1"	1	"Up_to_1_year"	">500k"	NA	"SSHA.PL"	3	3	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1
"pl72"	8	4	19	2	"SSHA"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"female"	28	"BA_1"	1	NA	NA	NA	"SSHA.PL"	NA	NA	NA	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1
"pl73"	-2	-2	14	3	"SSHA"	"PL"	"HE:none"	"high_school"	"<=vocational"	"male"	21	"BA_1"	1	NA	">500k"	NA	"SSHA.PL"	5	4	1	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1
"pl74"	-8	-4	11	0	"SSHA"	"PL"	"HE:both"	"PHD+"	"PHD+"	"female"	21	"BA_1"	1	"Up_to_1_year"	">500k"	NA	"SSHA.PL"	5	2	2	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0
"pl75"	4	-4	17	1	"SSHA"	"PL"	"HE:one"	"higher_edu"	"high_school"	"female"	23	"BA_1"	1	"1_year+"	">500k"	NA	"SSHA.PL"	4	3	2	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0
"pl76"	-12	-8	9	-5	"SSHA"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	24	"BA_1"	1	NA	">500k"	NA	"SSHA.PL"	2	4	2	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
"pl77"	-4	0	13	NA	"SSHA"	"PL"	"HE:one"	"<=vocational"	"higher_edu"	"female"	23	"BA_2"	2	"Up_to_1_year"	">500k"	NA	"SSHA.PL"	3	2	1	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1
"pl78"	-8	-4	11	-2	"SSHA"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_1"	1	"No_experience"	">500k"	NA	"SSHA.PL"	5	4	1	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0
"pl79"	6	-2	18	-3	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	"10k-100k"	NA	"STEM.PL"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
"pl80"	12	6	21	-3	"STEM"	"PL"	"HE:none"	"<=vocational"	"<=vocational"	"male"	20	"BA_1"	1	"Up_to_1_year"	"<10k"	NA	"STEM.PL"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1
"pl81"	10	4	20	3	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"No_experience"	"10k-100k"	NA	"STEM.PL"	3	3	2	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1
"pl82"	12	4	21	-1	"STEM"	"PL"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"Up_to_1_year"	"10k-100k"	NA	"STEM.PL"	6	3	2	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
"pl83"	-4	-2	13	1	"STEM"	"PL"	"HE:both"	"PHD+"	"PHD+"	"female"	20	"BA_1"	1	"No_experience"	">500k"	NA	"STEM.PL"	7	3	3	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0
"pl84"	10	6	20	-1	"STEM"	"PL"	"HE:one"	"high_school"	"higher_edu"	"male"	20	"BA_1"	1	"No_experience"	"10k-100k"	NA	"STEM.PL"	5	4	3	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
"pl85"	22	8	26	-4	"STEM"	"PL"	"HE:none"	"high_school"	"high_school"	"male"	20	"BA_1"	1	"Up_to_1_year"	"<10k"	NA	"STEM.PL"	2	4	4	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"pl86"	-2	2	14	1	"STEM"	"PL"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_1"	1	"No_experience"	"<10k"	NA	"STEM.PL"	3	4	4	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1
