"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"country"	"libsoc"	"liberalism"	"socialism"	"knowraw"	"ngknow"	"peduord"
"s43"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	NA	NA	NA	NA	NA	"BA_2"	"Econometrics"	"No_experience"	"100k-500k"	1994	"male"	21	"EBMF"	"EBMF"	0	1	"PL"	NA	NA	NA	23	16	NA
"s44"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	4	2	2	"PHD+"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"PL"	-1	2	1	21	12	5
"s45"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	7	3	2	"high_school"	"higher_edu"	"BA_2"	"Finance"	NA	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"PL"	3	0	3	20	10	3
"s46"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	3	0	1	18	6	4
"s47"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	4	3	3	"PHD+"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"PL"	0	1	1	25	20	5
"s48"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	7	4	3	"high_school"	"<=vocational"	"BA_2"	"Management"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	3	0	3	18	6	1
"s49"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	5	3	4	"<=vocational"	"high_school"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"PL"	2	0	2	19	8	1
"s50"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	6	3	2	NA	NA	"BA_3"	"Finance"	"1_year+"	"<10k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"PL"	1	1	1	19	8	NA
"s51"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	3	3	2	"<=vocational"	"<=vocational"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	-1	1	0	21	12	0
"s52"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	5	2	2	"PHD+"	"higher_edu"	"BA_2"	"Management"	"1_year+"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"PL"	1	1	2	20	10	5
"s53"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	4	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"No_experience"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"PL"	NA	0	0	23	16	4
"s54"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	4	3	2	"<=vocational"	"<=vocational"	"BA_2"	"Econometrics"	"No_experience"	"100k-500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"PL"	5	0	1	20	10	0
"s55"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	4	2	"high_school"	"high_school"	"BA_3"	"Econometrics"	"1_year+"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"PL"	-3	2	0	25	20	2
"s56"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	4	4	3	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"<10k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"PL"	1	2	3	15	0	2
"s57"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	NA	NA	NA	NA	NA	"BA_2"	"Management"	"No_experience"	">500k"	1995	"male"	20	"EBMF"	"EBMF"	0	0	"PL"	-4	4	0	19	8	NA
"s58"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	NA	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"No_experience"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	1	"PL"	NA	NA	NA	19	8	4
"s59"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"No_experience"	"<10k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	"PL"	-1	2	1	21	12	4
"s60"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	-4	4	0	23	16	3
"s61"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	-3	1	0	24	18	4
"s62"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"PL"	-1	2	1	20	10	4
"s63"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	4	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"No_experience"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"PL"	0	1	1	22	14	4
"s64"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"1_year+"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"PL"	-3	3	0	25	20	4
"s65"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	5	3	2	"high_school"	"high_school"	"BA_1"	"Art"	"1_year+"	">500k"	1993	NA	22	"Art"	"SSHA"	0	0	"PL"	1	2	2	16	2	2
"s66"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	5	3	4	"<=vocational"	"<=vocational"	"BA_1"	"Art"	"1_year+"	">500k"	1991	"female"	24	"Art"	"SSHA"	0	0	"PL"	0	1	1	15	0	0
"s67"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	5	2	1	"high_school"	"high_school"	"BA_1"	"Art"	NA	">500k"	1994	"female"	21	"Art"	"SSHA"	0	0	"PL"	1	2	3	12	-6	2
"s68"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	4	3	1	"<=vocational"	"higher_edu"	"BA_1"	"Art"	"Up_to_1_year"	">500k"	1993	"male"	22	"Art"	"SSHA"	0	0	"PL"	1	1	1	12	-6	2
"s69"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	5	2	2	"high_school"	"higher_edu"	"BA_1"	"Art"	"No_experience"	">500k"	1994	"female"	21	"Art"	"SSHA"	1	0	"PL"	1	1	2	NA	NA	3
"s70"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	4	3	1	"<=vocational"	"high_school"	"BA_1"	"Art"	NA	">500k"	1990	"female"	25	"Art"	"SSHA"	0	0	"PL"	1	1	2	15	0	1
"s71"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	3	3	2	"higher_edu"	"high_school"	"BA_1"	"Art"	"Up_to_1_year"	">500k"	1993	"female"	22	"Art"	"SSHA"	0	0	"PL"	2	0	2	16	2	3
"s72"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	NA	NA	NA	"<=vocational"	"<=vocational"	"BA_1"	"Art"	NA	NA	1987	"female"	28	"Art"	"SSHA"	0	0	"PL"	2	0	2	19	8	0
"s73"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	5	4	1	"high_school"	"<=vocational"	"BA_1"	"Art"	NA	">500k"	1994	"male"	21	"Art"	"SSHA"	0	0	"PL"	3	1	4	14	-2	1
"s74"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	5	2	2	"PHD+"	"PHD+"	"BA_1"	"Art"	"Up_to_1_year"	">500k"	1994	"female"	21	"Art"	"SSHA"	0	0	"PL"	0	1	1	11	-8	6
"s75"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	4	3	2	"higher_edu"	"high_school"	"BA_1"	"Art"	"1_year+"	">500k"	1992	"female"	23	"Art"	"SSHA"	0	0	"PL"	1	1	2	17	4	3
"s76"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	4	2	"high_school"	"high_school"	"BA_1"	"Art"	NA	">500k"	1991	"male"	24	"Art"	"SSHA"	0	0	"PL"	-5	1	0	9	-12	2
"s77"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	3	2	1	"<=vocational"	"higher_edu"	"BA_2"	"Art"	"Up_to_1_year"	">500k"	1992	"female"	23	"Art"	"SSHA"	0	1	"PL"	NA	NA	NA	13	-4	2
"s78"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	5	4	1	"higher_edu"	"higher_edu"	"BA_1"	"Art"	"No_experience"	">500k"	1994	"female"	21	"Art"	"SSHA"	0	0	"PL"	-2	3	1	11	-8	4
"s79"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	"PL"	-3	2	0	18	6	4
"s81"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"<=vocational"	"<=vocational"	"BA_1"	"Math/CS"	"Up_to_1_year"	"<10k"	1995	"male"	20	"STEM"	"STEM"	0	0	"PL"	-3	2	0	21	12	0
"s82"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	"PL"	3	0	3	20	10	4
"s83"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	"PL"	-1	1	0	21	12	4
"s84"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	7	3	3	"PHD+"	"PHD+"	"BA_1"	"Math/CS"	"No_experience"	">500k"	1995	"female"	20	"STEM"	"STEM"	0	0	"PL"	1	1	2	13	-4	6
"s85"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	5	4	3	"high_school"	"higher_edu"	"BA_1"	"Math/CS"	"No_experience"	"<10k-100k"	1995	"male"	20	"STEM"	"STEM"	0	0	"PL"	-1	2	1	20	10	3
"s86"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	"high_school"	"high_school"	"BA_1"	"Math/CS"	"Up_to_1_year"	"<10k"	1995	"male"	20	"STEM"	"STEM"	0	0	"PL"	-4	4	0	26	22	2
"s87"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	3	4	4	"high_school"	"high_school"	"BA_1"	"Math/CS"	"No_experience"	"<10k"	1993	"female"	22	"STEM"	"STEM"	0	0	"PL"	1	1	2	14	-2	2
