"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"libsoc"	"wlibsoc"
"g6"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Econometrics"	"Up_to_1_year"	"<10k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	-5	-2.125
"g7"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	6	3	2	"higher_edu"	"PHD+"	"BA_3"	"Management"	"Up_to_1_year"	NA	1993	"female"	22	"EBMF"	"EBMF"	0	0	4	2
"g8"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	4	2	2	"vocational"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	1	0.0714285714285712
"g9"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	5	2.9
"g10"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	3	4	3	"vocational"	"higher_edu"	"BA_1"	"Bussiness_no_spec"	"No_experience"	"<10k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	-5	-2.5
"g11"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"No_experience"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	-3	-1.5
"g12"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	4	3	1	"higher_edu"	"higher_edu"	"BA_3"	"Management"	"No_experience"	"100k-500k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	-1	-0.166666666666666
"g13"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	4	3	2	"high_school"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	2	0.666666666666666
"g14"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	6	3	2	"higher_edu"	"higher_edu"	"BA_1"	"Bussiness_no_spec"	"1_year+"	"100k-500k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	-6	-2.83333333333333
"g15"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	6	2	3	"high_school"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	2	1
"g16"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	4	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"1_year+"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	-3	-1.5
"g17"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	2	3	2	"primary"	"primary"	"BA_2"	"Euro_studies"	"Up_to_1_year"	"<10k"	1994	"male"	21	"SSH"	"SSHA"	0	0	-4	-2.125
"g18"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	7	2	2	"high_school"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	2	1.125
"g19"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	4	2
"g20"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	5	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	2	1
"g21"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	3	3	3	"high_school"	"high_school"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"male"	21	"STEM"	"STEM"	0	0	-2	-1
"g22"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0	-6	-3
"g23"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	3	3	3	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0	-5	-2.5
"g24"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	5	2	2	"vocational"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	1	0.166666666666666
"g25"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	3	1	3	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	2	1
"g26"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	4	3	3	NA	NA	"BA_2"	"Energetics"	"1_year+"	">500k"	1995	"male"	20	"STEM"	"STEM"	0	0	3	1.92857142857143
"g27"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	3	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	"100k-500k"	1991	"female"	24	"EBMF"	"EBMF"	0	0	-8	-4
"g28"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	NA	NA	NA	"STEM"	"STEM"	0	0	-4	-2.33333333333333
"g29"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	2	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	-4	-1.875
"g30"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	-6	-3
"g31"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	5	2	2	"vocational"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	5	2.35714285714286
"g32"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	0	0	1	0.5
"g33"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	2	4	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	NA	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0	-2	-1
"g34"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	4	3	NA	NA	"BA_2"	"Energetics"	NA	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0	1	0.785714285714286
"g35"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	NA	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	1	-0.0999999999999996
"g36"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	0	1	1	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	1	1	1	1	9	2	2	"primary"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	1	0	-3	-1.3
"g37"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	5	2	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"100k-500k"	1994	"male"	21	"STEM"	"STEM"	0	0	3	1.35714285714286
"g38"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	4	3	2	"vocational"	"high_school"	"BA_2"	"Energetics"	NA	"<10k"	NA	NA	NA	"STEM"	"STEM"	0	0	2	1.125
"g39"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	3	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0	-5	-2.78571428571429
"g40"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	0	1	0	1	1	NA	1	1	NA	1	0	1	NA	0	0	1	0	NA	NA	NA	1	NA	NA	1	NA	2	4	3	"vocational"	"high_school"	"BA_2"	"Energetics"	"No_experience"	NA	1994	"male"	21	"STEM"	"STEM"	1	0	-6	-3
"g41"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0	3	1.35714285714286
"g42"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	4	4	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0	1	0.357142857142858
"g43"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	3	3	"PHD+"	"PHD+"	"BA_2"	"Energetics"	"No_experience"	"100k-500k"	1994	"male"	21	"STEM"	"STEM"	0	0	-6	-3
"g44"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0	0	0
"g45"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	NA	NA	NA	NA	NA	1	0	NA	1	0	NA	1	1	1	1	0	0	1	1	NA	1	1	1	NA	1	1	1	6	3	3	"higher_edu"	"vocational"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"male"	21	"STEM"	"STEM"	1	0	-1	-0.785714285714286
"g46"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	8	3	4	NA	"vocational"	"BA_2"	"Energetics"	"1_year+"	">500k"	1992	"female"	23	"STEM"	"STEM"	0	0	-5	-2.21428571428571
"g47"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	NA	NA	NA	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0	3	1.3
"g48"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	3	1.35714285714286
"g49"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0	1	0.0999999999999996
"g50"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	1	0	1	1	1	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	">500k"	1993	"male"	22	"STEM"	"STEM"	1	0	-3	-1.5
