"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"g13"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	4	3	2	"high_school"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g14"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	6	3	2	"higher_edu"	"higher_edu"	"BA_1"	"Bussiness_no_spec"	"1_year+"	"100k-500k"	1995	"female"	20	"EBMF"	"EBMF"	0	0
"g15"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	6	2	3	"high_school"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g16"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	4	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"1_year+"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"g17"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	2	3	2	"primary"	"primary"	"BA_2"	"Euro_studies"	"Up_to_1_year"	"<10k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"g18"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	7	2	2	"high_school"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g19"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g20"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	5	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g21"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	3	3	3	"high_school"	"high_school"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g22"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g23"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	3	3	3	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g24"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	5	2	2	"vocational"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g25"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	3	1	3	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g26"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	4	3	3	NA	NA	"BA_2"	"Energetics"	"1_year+"	">500k"	1995	"male"	20	"STEM"	"STEM"	0	0
"g27"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	3	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	"100k-500k"	1991	"female"	24	"EBMF"	"EBMF"	0	0
"g28"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	NA	NA	NA	"STEM"	"STEM"	0	0
"g29"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	2	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g30"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g31"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	5	2	2	"vocational"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g32"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g33"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	2	4	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	NA	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g34"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	4	3	NA	NA	"BA_2"	"Energetics"	NA	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g35"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	NA	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g36"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	0	1	1	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	1	1	1	1	9	2	2	"primary"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	1	0
"g37"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	5	2	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	"100k-500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g38"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	4	3	2	"vocational"	"high_school"	"BA_2"	"Energetics"	NA	"<10k"	NA	NA	NA	"STEM"	"STEM"	0	0
"g39"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	3	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g40"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	0	1	0	1	1	NA	1	1	NA	1	0	1	NA	0	0	1	0	NA	NA	NA	1	NA	NA	1	NA	2	4	3	"vocational"	"high_school"	"BA_2"	"Energetics"	"No_experience"	NA	1994	"male"	21	"STEM"	"STEM"	1	0
"g41"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g42"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	4	4	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g43"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	3	3	"PHD+"	"PHD+"	"BA_2"	"Energetics"	"No_experience"	"100k-500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g44"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	">500k"	1994	"male"	21	"STEM"	"STEM"	0	0
"g45"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	NA	NA	NA	NA	NA	1	0	NA	1	0	NA	1	1	1	1	0	0	1	1	NA	1	1	1	NA	1	1	1	6	3	3	"higher_edu"	"vocational"	"BA_2"	"Energetics"	"No_experience"	"<10k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g46"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	8	3	4	NA	"vocational"	"BA_2"	"Energetics"	"1_year+"	">500k"	1992	"female"	23	"STEM"	"STEM"	0	0
"g47"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	NA	NA	NA	"vocational"	"higher_edu"	"BA_2"	"Energetics"	"No_experience"	"<10k-100k"	1994	"female"	21	"STEM"	"STEM"	0	0
"g48"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"g49"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g50"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	1	0	1	1	1	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	"higher_edu"	"high_school"	"BA_2"	"Energetics"	"Up_to_1_year"	">500k"	1993	"male"	22	"STEM"	"STEM"	1	0
"g51"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	4	1	"higher_edu"	"higher_edu"	"BA_2"	"Energetics"	"1_year+"	"<10k"	1993	"female"	22	"STEM"	"STEM"	0	0
"g52"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"STEM"	"STEM"	1	0
"g53"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g54"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g55"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g56"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0
"g57"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	0	0	0	1	0	1	0	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"g58"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Energetics"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
